Date,United States: Nominal Effecive Exchange Rate,"United States: Stock Markets, US$","United States: Industrial Production, constant US$","United States: CPI Price,not seas.adj",United States: Real Effective Exchange Rate,Japan: Nominal Effecive Exchange Rate,"Japan: Stock Markets, US$","Japan: Industrial Production, constant US$","Japan: CPI Price,not seas.adj",Japan: Real Effective Exchange Rate,India: Nominal Effecive Exchange Rate,"India: Stock Markets, US$","India: Industrial Production, constant US$","India: CPI Price,not seas.adj",India: Real Effective Exchange Rate,United Kingdom: Nominal Effecive Exchange Rate,"United Kingdom: Stock Markets, US$","United Kingdom: Industrial Production, constant US$","United Kingdom: CPI Price,not seas.adj",United Kingdom: Real Effective Exchange Rate,Germany: Nominal Effecive Exchange Rate,"Germany: Stock Markets, US$","Germany: Industrial Production, constant US$","Germany: CPI Price,not seas.adj",Germany: Real Effective Exchange Rate,China: Nominal Effecive Exchange Rate,"China: Stock Markets, US$","China: Industrial Production, constant US$","China: CPI Price,not seas.adj",China: Real Effective Exchange Rate,Brazil: Nominal Effecive Exchange Rate,"Brazil: Stock Markets, US$","Brazil: Industrial Production, constant US$","Brazil: CPI Price,not seas.adj",Brazil: Real Effective Exchange Rate,World: Nominal Effecive Exchange Rate,"World: Stock Markets, US$","World: Industrial Production, constant US$","World: CPI Price,not seas.adj",World: Real Effective Exchange Rate
2014-06,100.21373465739,160.85738061075,287520065710.65,109.99413901157,97.5324152381,82.59174985276,126.64729089742,138541407862.029,103.31262939959,77.20531761905,75.54422619048,112.30877423963,43657032211.2434,141.79829890644,96.35494857143,107.97649641671,137.35867044623,37487567121.9029,114.0900396229,110.67142857143,100.97238475887,161.33213988148,95910039849.7749,107.77777777778,98.82667157161,111.46443087104,70.52894325125,377063753775.091,114.35401119403,112.79676047619,82.99401274655,62.2564049568,44567648611.7926,130.19847247897,87.7528052381,97.04297384508,141.361471506,1685454713444.1,115.71788532412,98.84301806619
2014-05,100.00232228337,158.21681344698,279227532572.356,109.78969665924,97.32073022727,82.72475587816,120.32298163298,130178747427.701,103.41614906832,77.41866409091,75.93481522727,106.53330332191,44494638061.808,140.70473876063,96.17358931818,106.87938942909,137.16284870617,37302168669.2723,113.86346039987,109.45,101.47430906856,159.24621112153,96275063788.3088,107.47474747475,99.11370647389,111.18873248927,70.01152632135,357486407070.512,114.47061567164,112.78259568182,83.27240797099,62.02967985239,47761115530.235,129.67976001737,87.93660363636,96.97816071604,138.11482387706,1652835438701.3,115.43230626924,98.70505441596
2014-04,100.30006192281,156.61478296312,277018254225.79,109.40757867339,97.57759818182,82.18999244449,120.62118002771,133384433927.527,103.00207039338,76.74500727273,74.64360454545,99.51999381054,43834706179.545,139.85419198056,94.07991636364,105.89083833901,133.67192592053,37153849907.1678,113.93405292162,108.82727272727,101.98412844616,156.62367495127,97735159542.4443,107.57575757576,99.80246537648,111.71036740063,71.68269852023,354563524716.69,114.35401119403,113.44429045455,82.84596492222,59.82929247653,45084238848.5994,129.08605298301,87.38044409091,96.94640375973,136.20951945903,1636378037324.75,115.06321480144,98.55191151817
2014-03,100.82393448685,155.74693156239,280716985124.027,109.04807394998,97.8632047619,82.71641285678,122.62389749739,152479175252.575,100.93167701863,75.4182952381,73.96188619048,95.23815300257,49063397246.7056,138.76063183475,92.66324428571,105.25441142784,132.75576875336,40046065768.2049,113.52985380517,107.81904761905,102.22743895169,154.2722736499,102845494681.919,107.77777777778,100.17130973379,112.5784257145,70.96430443439,398084646458.497,114.70382462687,116.0625452381,79.65221068038,52.49350587097,45694754583.0076,128.2269046319,83.63614857143,96.90779681653,134.95268895992,1740599798280.92,114.48715755279,98.34023787846
2014-02,101.21905882534,152.40267988289,276701950819.281,108.35029328017,98.0705965,83.03877872064,122.31116434117,136590120427.353,100.62111801242,75.36814075,72.49991675,87.76358903513,43834706179.545,138.03159173755,90.5695345,105.56893012318,133.1654546718,36560574858.75,113.26797832126,108.3025,101.62022147119,155.33020309246,95636271895.8746,107.47474747475,99.72436780898,113.35770135583,73.91929954074,357832380900.148,115.27518656716,119.19556525,77.88945455467,51.59352356159,43346617142.9763,127.05791028281,81.426261,96.94739072339,132.91240825196,1615423318777.24,113.97002014391,98.42075474202
2014-01,101.28171827429,155.12708837805,275031330444.138,107.9510999737,98.14891586957,81.6579243737,128.25358312742,134917588340.487,100.62111801242,74.2467173913,72.5960873913,89.75222969539,46702871667.8418,138.03159173755,90.97073521739,105.4690458525,132.48829999901,37228009288.2201,112.69640661293,107.61086956522,101.41663089691,154.84256503206,93446128264.6713,106.9696969697,99.61043770993,113.81945543469,72.36430438617,357832380900.148,114.70382462687,119.62189913044,77.2846901719,53.49739736706,43487505389.3782,126.18724960694,80.4168376087,97.04370336732,133.47581526202,1625146107980.54,113.54279602757,98.48386809738
2013-12,100.30043225251,153.7141928091,275599330603.911,107.55098367692,97.23060363636,81.65312441543,129.21690304798,139656429253.273,100.8281573499,74.52692227273,72.54165931818,90.21939098722,45560681871.6174,139.12515188335,91.7362875,104.10774214994,128.73846998346,36708893620.8544,113.39094593979,106.67272727273,101.49306999513,151.22061909453,91529752587.3685,107.57575757576,99.80109784651,112.80280344445,76.59901207417,308322332866.021,113.56110074627,117.27912159091,77.34319646603,56.17141382173,42313436669.3626,125.49716796811,80.52274227273,96.90191106678,132.43056520586,1586449969413.78,113.26414270659,98.23137496425
2013-11,100.12203838624,151.56595760808,274862545562.54,107.56021357996,97.16365238095,84.66999189833,127.28090392088,138402030188.124,100.72463768116,77.22327238095,71.77298047619,87.7967745291,41524944591.6246,141.31227217497,92.47065,103.04260509228,128.40900504322,38340400004.0035,112.92412442501,105.36428571429,100.67084025691,147.91724989781,103301774605.086,107.17171717172,98.96957120991,111.88008811286,76.32061466589,312116114859.961,113.22294776119,116.05262761905,79.1129301573,59.56310179008,49827476477.4625,124.35317180994,81.77025642857,97.12550475632,131.97853632654,1621170169043.31,113.05395043995,98.41893803126
2013-10,99.3060466188,146.01229864581,275380475566.046,107.78034676746,96.27901086957,86.04967353299,125.15968972144,141468339014.044,100.62111801242,78.61027956522,72.40785847826,88.56633630361,43047864319.9238,139.48967193196,92.09664630435,102.22901435391,126.03973346679,39119073505.052,112.86377920481,104.14347826087,100.73261476139,143.4353199025,103301774605.086,106.9696969697,98.98053797388,110.97015904546,77.11671820863,315170228666.404,113.33955223881,115.09816652174,78.95444735623,64.12298729905,52880055149.5031,123.68512804994,84.941125,97.06992800188,129.49378670128,1646940922062.31,112.89638392734,98.34862035437
2013-09,100.4777845232,145.82654879053,278408104853.708,108.05862834411,97.39236452381,85.57249010784,123.74768432821,141468339014.044,100.51759834369,78.20152238095,70.66952547619,82.00937866055,42514842415.0191,138.15309842041,89.14135952381,102.46324732053,123.83565858065,37190929597.694,112.80001821743,104.35476190476,100.22003533024,135.69615294484,100746607035.349,107.17171717172,98.46747478721,112.04354118626,76.82115633306,328627417626.041,113.22294776119,116.27955095238,79.63902754974,61.41180913674,50391029463.07,122.98419193348,82.32746,97.3379502151,126.01901916445,1627693043718.76,112.70557516796,98.39080684868
